timestamp,temperature_C,humidity_%
2025-08-01 00:00:00,25.75,64.63
2025-08-01 01:00:00,25.11,68.92
2025-08-01 02:00:00,26.6,51.75
2025-08-01 03:00:00,28.22,60.94
2025-08-01 04:00:00,25.89,54.26
2025-08-01 05:00:00,26.2,54.47
2025-08-01 06:00:00,29.21,53.35
2025-08-01 07:00:00,28.28,51.41
2025-08-01 08:00:00,26.71,55.42
2025-08-01 09:00:00,28.5,50.48
2025-08-01 10:00:00,27.25,55.46
2025-08-01 11:00:00,27.49,53.36
2025-08-01 12:00:00,28.79,51.95
2025-08-01 13:00:00,25.78,48.16
2025-08-01 14:00:00,26.27,49.4
2025-08-01 15:00:00,28.21,55.68
2025-08-01 16:00:00,27.71,54.05
2025-08-01 17:00:00,29.86,46.34
2025-08-01 18:00:00,28.17,51.44
2025-08-01 19:00:00,27.53,54.45
2025-08-01 20:00:00,31.96,42.13
2025-08-01 21:00:00,39.51,93.02
2025-08-01 22:00:00,30.02,46.86
2025-08-01 23:00:00,42.83,22.93
2025-08-02 00:00:00,29.17,46.2
2025-08-02 01:00:00,30.17,40.98
2025-08-02 02:00:00,28.26,41.88
2025-08-02 03:00:00,30.52,50.32
2025-08-02 04:00:00,29.01,51.48
2025-08-02 05:00:00,29.4,45.8
2025-08-02 06:00:00,28.85,53.69
2025-08-02 07:00:00,32.42,42.41
2025-08-02 08:00:00,29.5,50.64
2025-08-02 09:00:00,27.78,45.2
2025-08-02 10:00:00,30.44,48.32
2025-08-02 11:00:00,27.2,52.17
2025-08-02 12:00:00,29.15,48.02
2025-08-02 13:00:00,25.69,50.82
2025-08-02 14:00:00,26.41,58.22
2025-08-02 15:00:00,28.46,50.78
2025-08-02 16:00:00,29.03,58.34
2025-08-02 17:00:00,27.91,49.04
2025-08-02 18:00:00,27.21,57.88
2025-08-02 19:00:00,26.65,63.0
2025-08-02 20:00:00,24.6,44.01
2025-08-02 21:00:00,25.44,52.98
2025-08-02 22:00:00,25.52,60.45
2025-08-02 23:00:00,27.49,57.17
2025-08-03 00:00:00,26.11,60.66
2025-08-03 01:00:00,22.64,56.41
2025-08-03 02:00:00,25.45,60.5
2025-08-03 03:00:00,24.08,59.91
2025-08-03 04:00:00,23.33,67.16
2025-08-03 05:00:00,24.95,63.21
2025-08-03 06:00:00,25.27,64.24
2025-08-03 07:00:00,24.82,61.1
2025-08-03 08:00:00,21.87,61.31
2025-08-03 09:00:00,22.37,62.16
2025-08-03 10:00:00,23.06,66.85
2025-08-03 11:00:00,23.75,63.32
2025-08-03 12:00:00,21.31,67.39
2025-08-03 13:00:00,21.5,76.81
2025-08-03 14:00:00,19.89,71.26
2025-08-03 15:00:00,19.53,65.71
2025-08-03 16:00:00,22.34,73.76
2025-08-03 17:00:00,22.97,66.1
2025-08-03 18:00:00,20.65,58.3
2025-08-03 19:00:00,22.1,63.76
2025-08-03 20:00:00,21.0,59.73
2025-08-03 21:00:00,19.37,67.57
2025-08-03 22:00:00,20.77,69.63
2025-08-03 23:00:00,22.45,78.09
2025-08-04 00:00:00,20.03,71.47
2025-08-04 01:00:00,22.38,68.84
2025-08-04 02:00:00,16.08,74.13
2025-08-04 03:00:00,21.23,58.94
2025-08-04 04:00:00,20.14,71.15
2025-08-04 05:00:00,19.6,73.76
2025-08-04 06:00:00,20.24,62.41
2025-08-04 07:00:00,17.19,75.38
2025-08-04 08:00:00,19.93,71.17
2025-08-04 09:00:00,20.91,67.18
2025-08-04 10:00:00,22.71,72.17
2025-08-04 11:00:00,19.87,80.07
2025-08-04 12:00:00,19.59,69.3
2025-08-04 13:00:00,20.23,69.27
2025-08-04 14:00:00,22.56,65.34
2025-08-04 15:00:00,21.89,62.97
2025-08-04 16:00:00,20.82,70.92
2025-08-04 17:00:00,22.63,62.01
2025-08-04 18:00:00,22.25,66.14
2025-08-04 19:00:00,23.82,62.87
2025-08-04 20:00:00,21.59,67.11
2025-08-04 21:00:00,22.43,65.82
2025-08-04 22:00:00,22.63,68.76
2025-08-04 23:00:00,21.32,60.43
2025-08-05 00:00:00,24.26,61.02
2025-08-05 01:00:00,24.51,56.86
2025-08-05 02:00:00,24.44,58.91
2025-08-05 03:00:00,24.4,62.39
2025-08-05 04:00:00,22.94,63.66
2025-08-05 05:00:00,24.75,54.63
2025-08-05 06:00:00,25.18,62.97
2025-08-05 07:00:00,24.8,64.78
2025-08-05 08:00:00,26.06,59.45
2025-08-05 09:00:00,27.21,66.17
2025-08-05 10:00:00,29.73,52.33
2025-08-05 11:00:00,27.45,49.4
2025-08-05 12:00:00,27.85,46.17
2025-08-05 13:00:00,27.63,62.01
2025-08-05 14:00:00,25.12,57.28
2025-08-05 15:00:00,28.2,53.24
2025-08-05 16:00:00,28.56,54.45
2025-08-05 17:00:00,32.39,46.99
2025-08-05 18:00:00,28.61,64.43
2025-08-05 19:00:00,29.54,52.47
2025-08-05 20:00:00,29.21,52.03
2025-08-05 21:00:00,27.66,54.8
2025-08-05 22:00:00,46.27,83.29
2025-08-05 23:00:00,30.8,51.77
2025-08-06 00:00:00,30.96,46.49
2025-08-06 01:00:00,28.5,52.63
2025-08-06 02:00:00,32.03,59.56
2025-08-06 03:00:00,27.87,56.79
2025-08-06 04:00:00,30.87,57.98
2025-08-06 05:00:00,33.29,47.45
2025-08-06 06:00:00,28.5,45.08
2025-08-06 07:00:00,29.1,49.47
2025-08-06 08:00:00,30.05,50.49
2025-08-06 09:00:00,29.07,55.83
2025-08-06 10:00:00,27.4,42.08
2025-08-06 11:00:00,29.72,58.41
2025-08-06 12:00:00,27.89,50.23
2025-08-06 13:00:00,30.05,49.18
2025-08-06 14:00:00,27.8,46.59
2025-08-06 15:00:00,31.32,43.74
2025-08-06 16:00:00,27.62,56.52
2025-08-06 17:00:00,28.1,53.2
2025-08-06 18:00:00,29.58,46.83
2025-08-06 19:00:00,26.27,47.29
2025-08-06 20:00:00,28.21,52.59
2025-08-06 21:00:00,29.56,63.14
2025-08-06 22:00:00,24.92,54.04
2025-08-06 23:00:00,27.32,48.39
2025-08-07 00:00:00,27.15,55.26
2025-08-07 01:00:00,27.63,55.72
2025-08-07 02:00:00,24.3,44.21
2025-08-07 03:00:00,23.87,58.04
2025-08-07 04:00:00,26.32,57.78
2025-08-07 05:00:00,25.67,63.04
2025-08-07 06:00:00,25.28,69.43
2025-08-07 07:00:00,25.11,66.45
2025-08-07 08:00:00,38.26,100.1
2025-08-07 09:00:00,24.32,56.53
2025-08-07 10:00:00,24.1,75.54
2025-08-07 11:00:00,22.29,63.57
2025-08-07 12:00:00,25.87,63.93
2025-08-07 13:00:00,23.49,64.32
2025-08-07 14:00:00,20.72,65.98
2025-08-07 15:00:00,23.22,64.8
2025-08-07 16:00:00,20.52,63.17
2025-08-07 17:00:00,22.92,63.79
2025-08-07 18:00:00,23.24,66.83
2025-08-07 19:00:00,20.05,64.71
2025-08-07 20:00:00,22.53,64.27
2025-08-07 21:00:00,21.51,68.74
2025-08-07 22:00:00,21.96,67.28
2025-08-07 23:00:00,23.41,76.38
2025-08-08 00:00:00,20.06,55.88
2025-08-08 01:00:00,19.18,74.83
2025-08-08 02:00:00,18.88,75.8
2025-08-08 03:00:00,18.91,59.37
2025-08-08 04:00:00,19.95,68.15
2025-08-08 05:00:00,20.54,68.09
2025-08-08 06:00:00,20.42,62.95
2025-08-08 07:00:00,21.24,66.11
2025-08-08 08:00:00,20.04,64.41
2025-08-08 09:00:00,22.23,78.65
2025-08-08 10:00:00,19.71,74.46
2025-08-08 11:00:00,24.27,75.99
2025-08-08 12:00:00,21.22,73.05
2025-08-08 13:00:00,19.11,63.57
2025-08-08 14:00:00,18.92,66.33
2025-08-08 15:00:00,21.4,71.1
2025-08-08 16:00:00,20.51,62.21
2025-08-08 17:00:00,22.1,71.52
2025-08-08 18:00:00,21.93,66.35
2025-08-08 19:00:00,21.33,65.25
2025-08-08 20:00:00,20.39,70.23
2025-08-08 21:00:00,19.63,68.41
2025-08-08 22:00:00,21.49,63.88
2025-08-08 23:00:00,23.71,70.95
2025-08-09 00:00:00,23.02,59.2
2025-08-09 01:00:00,21.11,67.12
2025-08-09 02:00:00,23.53,66.42
2025-08-09 03:00:00,24.15,61.31
2025-08-09 04:00:00,22.55,63.88
2025-08-09 05:00:00,24.42,55.37
2025-08-09 06:00:00,24.58,65.63
2025-08-09 07:00:00,23.1,59.45
2025-08-09 08:00:00,25.66,57.13
2025-08-09 09:00:00,26.28,64.36
2025-08-09 10:00:00,27.38,54.97
2025-08-09 11:00:00,27.64,50.83
2025-08-09 12:00:00,24.3,49.48
2025-08-09 13:00:00,35.26,89.7
2025-08-09 14:00:00,27.73,49.68
2025-08-09 15:00:00,28.02,64.28
2025-08-09 16:00:00,28.3,44.54
2025-08-09 17:00:00,33.57,62.9
2025-08-09 18:00:00,28.9,54.97
2025-08-09 19:00:00,29.99,52.94
2025-08-09 20:00:00,29.95,50.24
2025-08-09 21:00:00,29.71,54.53
2025-08-09 22:00:00,28.46,51.94
2025-08-09 23:00:00,30.26,57.27
2025-08-10 00:00:00,28.13,51.99
2025-08-10 01:00:00,19.09,91.86
2025-08-10 02:00:00,28.85,49.02
2025-08-10 03:00:00,29.82,50.32
2025-08-10 04:00:00,33.27,51.95
2025-08-10 05:00:00,27.07,41.7
2025-08-10 06:00:00,30.97,43.39
2025-08-10 07:00:00,27.56,53.76
2025-08-10 08:00:00,29.29,50.86
2025-08-10 09:00:00,31.63,49.08
2025-08-10 10:00:00,30.08,50.13
2025-08-10 11:00:00,28.32,51.86
2025-08-10 12:00:00,28.81,47.54
2025-08-10 13:00:00,30.82,46.5
2025-08-10 14:00:00,28.61,51.56
2025-08-10 15:00:00,29.92,45.92
2025-08-10 16:00:00,29.53,53.12
2025-08-10 17:00:00,28.33,42.87
2025-08-10 18:00:00,32.36,56.86
2025-08-10 19:00:00,29.91,54.45
2025-08-10 20:00:00,25.72,53.77
2025-08-10 21:00:00,28.82,57.83
2025-08-10 22:00:00,27.32,61.7
2025-08-10 23:00:00,29.35,58.93
2025-08-11 00:00:00,26.63,45.16
2025-08-11 01:00:00,27.38,48.5
2025-08-11 02:00:00,28.03,52.33
2025-08-11 03:00:00,28.29,56.15
2025-08-11 04:00:00,24.9,59.19
2025-08-11 05:00:00,25.9,53.58
2025-08-11 06:00:00,25.38,58.75
2025-08-11 07:00:00,24.8,54.66
2025-08-11 08:00:00,28.12,56.0
2025-08-11 09:00:00,25.76,52.65
2025-08-11 10:00:00,22.95,55.7
2025-08-11 11:00:00,25.91,54.18
2025-08-11 12:00:00,27.4,56.69
2025-08-11 13:00:00,25.46,67.45
2025-08-11 14:00:00,21.32,58.05
2025-08-11 15:00:00,22.58,76.56
2025-08-11 16:00:00,24.91,66.45
2025-08-11 17:00:00,21.66,65.47
2025-08-11 18:00:00,23.12,60.81
2025-08-11 19:00:00,23.35,69.13
2025-08-11 20:00:00,20.54,63.26
2025-08-11 21:00:00,21.6,67.23
2025-08-11 22:00:00,16.6,79.88
2025-08-11 23:00:00,19.71,67.03
2025-08-12 00:00:00,20.66,73.66
2025-08-12 01:00:00,18.99,64.77
2025-08-12 02:00:00,23.14,68.44
2025-08-12 03:00:00,18.39,77.77
2025-08-12 04:00:00,19.75,66.05
2025-08-12 05:00:00,20.49,78.48
2025-08-12 06:00:00,22.36,73.15
2025-08-12 07:00:00,17.96,66.95
2025-08-12 08:00:00,21.8,73.04
2025-08-12 09:00:00,20.04,74.82
2025-08-12 10:00:00,18.53,73.11
2025-08-12 11:00:00,20.7,62.14
2025-08-12 12:00:00,20.32,66.32
2025-08-12 13:00:00,19.16,68.63
2025-08-12 14:00:00,20.23,69.38
2025-08-12 15:00:00,19.63,72.7
2025-08-12 16:00:00,20.47,70.28
2025-08-12 17:00:00,21.41,62.49
2025-08-12 18:00:00,22.93,70.79
2025-08-12 19:00:00,18.85,71.64
2025-08-12 20:00:00,24.08,71.05
2025-08-12 21:00:00,18.13,73.28
2025-08-12 22:00:00,21.04,71.64
2025-08-12 23:00:00,22.36,69.33
2025-08-13 00:00:00,22.13,66.23
2025-08-13 01:00:00,21.02,57.78
2025-08-13 02:00:00,21.9,67.73
2025-08-13 03:00:00,21.74,66.08
2025-08-13 04:00:00,21.87,65.85
2025-08-13 05:00:00,14.31,27.54
2025-08-13 06:00:00,23.87,57.93
2025-08-13 07:00:00,22.59,68.0
2025-08-13 08:00:00,25.29,61.93
2025-08-13 09:00:00,24.71,64.91
2025-08-13 10:00:00,25.78,61.02
2025-08-13 11:00:00,25.82,60.4
2025-08-13 12:00:00,23.95,64.31
2025-08-13 13:00:00,24.66,56.41
2025-08-13 14:00:00,26.94,58.85
2025-08-13 15:00:00,27.04,55.44
2025-08-13 16:00:00,26.4,54.97
2025-08-13 17:00:00,26.9,55.0
2025-08-13 18:00:00,28.93,57.07
2025-08-13 19:00:00,26.41,53.0
2025-08-13 20:00:00,28.4,61.13
2025-08-13 21:00:00,27.54,49.84
2025-08-13 22:00:00,27.77,52.88
2025-08-13 23:00:00,29.98,51.13
2025-08-14 00:00:00,29.8,60.11
2025-08-14 01:00:00,30.0,53.43
2025-08-14 02:00:00,30.93,57.21
2025-08-14 03:00:00,29.19,44.26
2025-08-14 04:00:00,30.35,52.69
2025-08-14 05:00:00,29.01,55.5
2025-08-14 06:00:00,30.09,51.2
2025-08-14 07:00:00,29.52,55.89
2025-08-14 08:00:00,29.96,47.79
2025-08-14 09:00:00,30.78,57.27
2025-08-14 10:00:00,28.72,61.6
2025-08-14 11:00:00,33.12,48.22
2025-08-14 12:00:00,28.49,47.77
2025-08-14 13:00:00,28.17,57.28
2025-08-14 14:00:00,31.71,57.95
2025-08-14 15:00:00,31.12,47.52
2025-08-14 16:00:00,30.8,48.16
2025-08-14 17:00:00,30.73,49.02
2025-08-14 18:00:00,29.67,43.9
2025-08-14 19:00:00,28.22,46.27
2025-08-14 20:00:00,29.54,46.12
2025-08-14 21:00:00,28.26,47.61
2025-08-14 22:00:00,30.57,51.62
2025-08-14 23:00:00,28.7,53.34
2025-08-15 00:00:00,27.48,60.32
2025-08-15 01:00:00,28.01,48.02
2025-08-15 02:00:00,28.88,58.39
2025-08-15 03:00:00,27.17,52.89
2025-08-15 04:00:00,36.53,84.23
2025-08-15 05:00:00,27.86,58.38
2025-08-15 06:00:00,27.59,49.95
2025-08-15 07:00:00,26.17,58.05
2025-08-15 08:00:00,25.93,57.56
2025-08-15 09:00:00,26.69,59.79
2025-08-15 10:00:00,23.86,59.38
2025-08-15 11:00:00,23.61,70.83
2025-08-15 12:00:00,24.33,55.99
2025-08-15 13:00:00,24.77,57.16
2025-08-15 14:00:00,25.25,57.32
2025-08-15 15:00:00,26.68,58.29
2025-08-15 16:00:00,25.44,58.5
2025-08-15 17:00:00,23.61,68.25
2025-08-15 18:00:00,23.51,70.02
2025-08-15 19:00:00,21.74,60.66
2025-08-15 20:00:00,22.93,59.93
2025-08-15 21:00:00,22.24,67.02
2025-08-15 22:00:00,22.88,62.45
2025-08-15 23:00:00,20.89,68.9
2025-08-16 00:00:00,22.66,67.25
2025-08-16 01:00:00,23.94,59.14
2025-08-16 02:00:00,21.25,74.91
